X,51.0,102.0,153.0,204.0,255.0,306.0,357.0,408.0,459.0,510.0,561.0,612.0,663.0,714.0,765.0,816.0,867.0,918.0,969.0,1020.0
divisionMethod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multiplicationMethod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
